Month,City,Merchant,Purchase Total,No of sales
Sep 2017,147,Richard Chavez 3 inc,724344.71,36
Sep 2017,147,Thomas Chipps inc,704117.54,35
Sep 2017,148,Tricia Dozier inc,666349.71,34
Sep 2017,148,Floyd Head inc,485017.33,23
Sep 2017,148,Christopher Mcdonald inc,421240.5,26
Sep 2017,148,John Barocio inc,295100.82,13
Sep 2017,148,Nicolas Flaming inc,286062.9,15
Sep 2017,149,Alexandria Sarmiento inc,6756894.19,334
Sep 2017,149,Kenneth Larson inc,5270827.5,257
Sep 2017,149,Jerold Caldwell inc,4211164.62,210
Sep 2017,149,Kelly Perez 2 inc,3278761.39,162
Sep 2017,149,George Asante inc,2765028.48,134
Sep 2017,150,Effie Mayfield inc,707045.71,35
Sep 2017,150,Corey Perron inc,462697.91,22
Sep 2017,150,Deborah Stewart 3 inc,355855.47,16
Sep 2017,150,Theresa Woods inc,313344.31,15
Sep 2017,150,William Trotter inc,291472.7,13
Sep 2017,151,Elfriede Jones inc,332607.48,15
Sep 2017,151,Cleo Shapiro inc,296206.16,13
Sep 2017,151,Jason Clark 4 inc,157858.89,7
Sep 2017,151,Kelly Griffin inc,152423.8,8
Sep 2017,151,Victor Robbins inc,142645.83,7
Sep 2017,153,Howard Mitchell inc,341837.36,16
Sep 2017,153,Martha Goldstein inc,293196.48,14
Sep 2017,153,Gary Neri inc,279147.21,13
Sep 2017,153,Jimmy Scully inc,253414.55,13
Sep 2017,153,Thomas Gibbs inc,195035.41,8
Sep 2017,155,Susie Wynn inc,921070.53,45
Sep 2017,155,Rene Strickland inc,866264.6,41
Sep 2017,155,David Hagen 2 inc,670779.31,30
Sep 2017,155,Tracie Pennington inc,609290.88,30
Sep 2017,155,Chang Harvilla inc,541962.55,27
Sep 2017,156,Christopher Butts 2 inc,737950.99,37
Sep 2017,156,Pamela Griffin inc,641175.62,36
Sep 2017,156,Gary Finley inc,570024.58,30
Sep 2017,156,Bart Massey inc,441461.64,21
Sep 2017,156,Roberta Brown inc,433746.27,18
Sep 2017,157,Helen Burnsworth inc,1645876.98,84
Sep 2017,157,Loree Hansen inc,507199.43,23
Sep 2017,157,Pearl Stone inc,493502.89,28
Sep 2017,157,Andrew Owens inc,334413.41,13
Sep 2017,157,Christopher Mcwilliams inc,333311.0,16
Sep 2017,158,Dee Gallager inc,1.706027543E7,860
Sep 2017,158,Darryl Revak inc,1.660291538E7,824
Sep 2017,158,Robert Cruz 2 inc,9285957.55,458
Sep 2017,158,Bridget Patterson inc,7745752.72,388
Sep 2017,158,Domingo Harper inc,7540807.18,369
Sep 2017,159,Roy Coats inc,2544794.51,120
Sep 2017,159,Mary Hudspeth inc,929459.11,48
Sep 2017,159,Monique Armstrong inc,894402.72,43
Sep 2017,159,Myrtle Prue inc,741374.45,39
Sep 2017,159,Lorenzo Hawkins inc,660853.24,32
Sep 2017,160,Richard Mccabe inc,1.255354863E7,623
Sep 2017,160,Eliz Prater inc,8349986.61,403
Sep 2017,160,Patricia Sharp 2 inc,4110497.21,210
Sep 2017,160,Laurena Parks inc,3568325.32,183
Sep 2017,160,Donna Croshaw inc,3177588.83,159
Sep 2017,161,Delbert Plater inc,3204297.5,161
Sep 2017,161,Joyce Fletcher inc,2828329.81,135
Sep 2017,161,Claire Mcclendon inc,2132776.45,100
Sep 2017,161,Carol Hardy 2 inc,1549003.08,72
Sep 2017,161,Vita Bettes inc,1542199.44,73
Sep 2017,162,Maureen Werre inc,736941.74,38
Sep 2017,162,Pedro Roberts 2 inc,715313.28,32
Sep 2017,162,Sanford Myers inc,681744.17,32
Sep 2017,162,Allen Wiersma inc,627294.62,29
Sep 2017,162,Jennifer Rudio inc,503657.02,25
Sep 2017,163,Kathy Briggs inc,711137.87,34
Sep 2017,163,Dale Lotzer inc,651736.95,29
Sep 2017,163,Helen Mccutchan inc,584013.02,31
Sep 2017,163,Luigi Hammond inc,537095.96,29
Sep 2017,163,Sharon Jones 15 inc,493988.76,27
Sep 2017,165,David Blackwell inc,303967.99,14
Sep 2017,165,Tyrone Malone inc,295273.03,17
Sep 2017,165,Frank Vue inc,257045.24,11
Sep 2017,165,Jessie Carey inc,255414.75,14
Sep 2017,165,James Wells 5 inc,226726.5,11
Sep 2017,166,Michelle Marrero 2 inc,432626.77,20
Sep 2017,166,Opal Siegel inc,411631.71,19
Sep 2017,166,Rodney Hatton inc,380190.71,20
Sep 2017,166,Linda Ready inc,335768.03,17
Sep 2017,166,Stephen Johnson 9 inc,310452.55,14
Sep 2017,167,Betty Brown 9 inc,1278228.43,60
Sep 2017,167,Allan Clark inc,333712.38,17
Sep 2017,167,Katharine Gutierrez inc,279895.43,11
Sep 2017,167,Marion Greer inc,270244.93,13
Sep 2017,167,Jacqueline Richard inc,225969.14,10
Sep 2017,168,Mary Gallegos 2 inc,871281.48,43
Sep 2017,168,David Reyes 2 inc,825142.06,41
Sep 2017,168,Richard James 5 inc,765215.6,40
Sep 2017,168,Kim Hartly inc,673332.75,32
Sep 2017,168,Kristin Mcmurray inc,656654.46,33
Sep 2017,169,Tom Judge inc,1895422.09,93
Sep 2017,169,Helen Mckean inc,1863314.39,88
Sep 2017,169,Son Abraham inc,1786495.41,88
Sep 2017,169,Louis Mccall inc,1752569.48,90
Sep 2017,169,Roy Lindsay inc,1418280.05,69
Sep 2017,170,Mamie James inc,998987.55,49
Sep 2017,170,Thelma Metayer inc,886345.53,44
Sep 2017,170,Reyes Milford inc,387989.11,17
Sep 2017,170,Rebecca Smart inc,348785.06,15
Sep 2017,170,Thomas Phillips 5 inc,298320.44,15
Sep 2017,171,Sandra Wells inc,1770986.64,85
Sep 2017,171,David Holmes 4 inc,1265784.38,62
Sep 2017,171,Sarah Palmieri inc,1050248.93,52
Sep 2017,171,Bryan Harris 4 inc,988773.98,48
Sep 2017,171,Leanora Marshall inc,894373.11,41
Sep 2017,172,Jennie Gibbs inc,548079.18,28
Sep 2017,172,Emily Hill 2 inc,452843.59,24
Sep 2017,172,Vernon Gross 2 inc,431083.6,19
Sep 2017,172,Thomas Howard 3 inc,361738.83,18
Sep 2017,172,Michael Wilkowitz inc,355645.6,16
Sep 2017,173,Robert Doyle 3 inc,1290987.62,66
Sep 2017,173,Betty Mcelvaine inc,1021656.65,46
Sep 2017,173,Raleigh Gracia inc,968769.23,47
Sep 2017,173,Patrick Roberts 2 inc,930484.71,41
Sep 2017,173,Mario Johnson inc,861540.57,42
Sep 2017,174,Cody Leonard inc,1923704.79,97
Sep 2017,174,Andrea Claybrook inc,951975.76,48
Sep 2017,174,Eddie Nobles inc,678472.29,33
Sep 2017,174,Karen Coffman inc,580577.13,32
Sep 2017,174,Debra Rose 2 inc,497287.66,23
Sep 2017,175,Judy Fujimoto inc,1118949.65,51
Sep 2017,175,Pauline Burdette inc,485058.14,26
Sep 2017,175,Eugene Santelli inc,384500.6,18
Sep 2017,175,Donna Lindsey inc,275309.52,13
Sep 2017,175,Rebecca Kelly 2 inc,224367.39,12
Sep 2017,178,Maria Allen 4 inc,481785.3,26
Sep 2017,178,Marlene Carmack inc,167539.12,6
Sep 2017,178,Tiffany Hardin inc,160851.69,6
Sep 2017,178,Hillary Wells inc,136605.93,7
Sep 2017,178,William Miller 18 inc,134047.82,5
Sep 2017,179,Michael Swirsky inc,5917448.25,291
Sep 2017,179,Curtis Banks inc,1976654.93,100
Sep 2017,179,Gladys Castillo inc,1766757.78,90
Sep 2017,179,Judy Lutz inc,1511858.77,69
Sep 2017,179,Alan Poe inc,1351584.59,66
Sep 2017,180,Anna Harrison inc,810988.33,39
Sep 2017,180,Alexandra Green inc,461590.27,26
Sep 2017,180,Denise Sievers inc,440702.3,21
Sep 2017,180,Ila Mcgrath inc,281988.55,12
Sep 2017,180,Matthew Johnson 11 inc,276906.52,13
Sep 2017,181,Juan Walsh 2 inc,1585615.58,84
Sep 2017,181,Edith Roll inc,970890.68,47
Sep 2017,181,Gregg Verde inc,635506.87,33
Sep 2017,181,Edison Scott inc,548692.56,30
Sep 2017,181,Kathleen Gau inc,542461.54,27
Sep 2017,182,Julia Cope inc,976654.73,58
Sep 2017,182,Misty Slaugh inc,786848.22,41
Sep 2017,182,Betty Pew inc,488058.38,27
Sep 2017,182,Jason Lopez 2 inc,431385.55,22
Sep 2017,182,Harold Strand inc,324463.22,17
Sep 2017,183,Shanon Battle inc,504147.9,28
Sep 2017,183,Angela Jackson 5 inc,422768.13,25
Sep 2017,183,John Otoole inc,389376.84,22
Sep 2017,183,Francis Casey inc,332884.98,16
Sep 2017,183,Robert Green 15 inc,257332.31,15
Sep 2017,184,Harold Ames inc,512151.01,27
Sep 2017,184,Tracy Webster inc,379990.3,17
Sep 2017,184,Ralph Nava inc,284413.21,16
Sep 2017,184,Charlotte Valdez inc,267843.9,15
Sep 2017,184,Christopher Waage inc,260530.71,13
Sep 2017,186,Larry Reid inc,626121.49,35
Sep 2017,186,Christine Paulino inc,530299.52,26
Sep 2017,186,Cora Brown inc,298101.94,14
Sep 2017,186,George Caruthers inc,293446.47,14
Sep 2017,186,David Zapata inc,268504.33,12
Sep 2017,187,Joseph Miles inc,426198.93,22
Sep 2017,187,Terence Harstad inc,411824.49,22
Sep 2017,187,Leonard Barredo inc,282434.74,13
Sep 2017,187,Marvin Tucker 2 inc,261645.28,11
Sep 2017,187,Trudie Baker inc,251561.39,11
Sep 2017,188,Linda Alexander inc,912430.46,46
Sep 2017,188,James Pittsley inc,777887.4,37
Sep 2017,188,Joseph Jones 15 inc,709453.14,34
Sep 2017,188,Anne Grantham inc,680460.09,33
Sep 2017,188,Ryan Widell inc,668218.29,37
Sep 2017,189,Andrew Eastman inc,1398412.75,78
Sep 2017,189,Gertrude Espinosa inc,1353646.12,68
Sep 2017,189,Christina Chamberlain inc,943534.7,48
Sep 2017,189,Diane Allen 2 inc,846460.34,41
Sep 2017,189,Jack Huffman inc,692752.87,32
Sep 2017,190,Denise Marquez 2 inc,456284.31,24
Sep 2017,190,Jay Hokanson inc,456043.26,21
Sep 2017,190,Thomas Voyer inc,417219.17,20
Sep 2017,190,Danny Dent inc,285895.09,12
Sep 2017,190,Samantha Chilton inc,230997.95,10
Sep 2017,191,Frank Lundborg inc,579410.25,24
Sep 2017,191,Virginia Greer inc,533112.76,26
Sep 2017,191,Patrick Heiden inc,490976.59,26
Sep 2017,191,Thomas Warner inc,450210.61,23
Sep 2017,191,Bruce Snyder inc,364947.62,18
Sep 2017,193,Renate Snyder inc,554336.8,27
Sep 2017,193,Lisa Plummer inc,392812.19,22
Sep 2017,193,Dorothy Woods inc,378987.71,18
Sep 2017,193,Ann Nicholas inc,354974.6,17
Sep 2017,193,Donald Davis 9 inc,319278.64,15
Sep 2017,194,Alison Magallanes inc,886715.04,45
Sep 2017,194,Walter Washington 2 inc,394605.88,20
Sep 2017,194,Jack Doubet inc,270531.38,12
Sep 2017,194,Sandra Patterson 2 inc,270248.3,12
Sep 2017,194,Kimberly Peterson 2 inc,234728.04,9
Sep 2017,195,Klara Ibanez inc,598370.09,27
Sep 2017,195,Casey Dawkins inc,395981.3,20
Sep 2017,195,Theresa Martin 3 inc,383653.14,18
Sep 2017,195,Kenneth Situ inc,292797.12,16
Sep 2017,195,John Wright 18 inc,271474.72,13
Sep 2017,197,Claudia Rodriguez inc,900029.5,44
Sep 2017,197,Randi Duke inc,550379.12,31
Sep 2017,197,Lori Joseph inc,423296.53,18
Sep 2017,197,Chad Tobar inc,396389.38,20
Sep 2017,197,Tony Moore 3 inc,287244.97,15
Sep 2017,198,Jose Emerson inc,407587.16,20
Sep 2017,198,Walter Barbieri inc,242919.56,13
Sep 2017,198,Nancy Foley inc,241602.9,12
Sep 2017,198,Sandra Cook 2 inc,215257.81,11
Sep 2017,198,Stacia Benavides inc,190867.27,10
Sep 2017,199,Elbert Six inc,2165042.58,110
Sep 2017,199,Crystal Dwyer inc,1776428.47,89
Sep 2017,199,Roger Serrano inc,1167177.32,54
Sep 2017,199,Daryl Taylor inc,1013003.1,55
Sep 2017,199,Judy Evans 3 inc,901014.78,46
Sep 2017,200,Sandra Davenport inc,2466318.81,129
Sep 2017,200,Latanya Crofton inc,2162775.63,106
Sep 2017,200,Juan Sojka inc,1947210.78,100
Sep 2017,200,Jeffrey Connolly inc,1935164.55,100
Sep 2017,200,Teresa Ellis inc,1692282.19,81
Sep 2017,201,James Howell 7 inc,840615.11,39
Sep 2017,201,Patricia Hernandez 4 inc,363406.79,17
Sep 2017,201,Edwin Smith 4 inc,282600.74,15
Sep 2017,201,Andrew Johnson 5 inc,229985.22,12
Sep 2017,201,Chad Torres inc,212637.34,9
Sep 2017,203,Albert Cadwell inc,853935.46,43
Sep 2017,203,Jeffrey Berryman inc,488254.03,24
Sep 2017,203,Tanya Anderson 3 inc,224224.6,12
Sep 2017,203,Lorraine Mahon inc,185736.32,11
Sep 2017,203,Mark Manciel inc,177599.24,9
Sep 2017,204,Ruth Newark inc,472391.45,24
Sep 2017,204,Antonio Bowler inc,163853.07,7
Sep 2017,204,Dorothy Kirkland inc,98181.31,5
Sep 2017,204,Mildred Marks inc,90186.26,5
Sep 2017,204,Christopher Cucuzza inc,90049.76,5
Sep 2017,205,Tyrone Dwaileebe inc,324916.11,16
Sep 2017,205,Thomas Anderson 10 inc,256175.24,11
Sep 2017,205,Wanda Hogan inc,114217.18,6
Sep 2017,205,Kevin Cordoua inc,112695.43,5
Sep 2017,205,Zachary Holzer inc,110431.26,6
Sep 2017,206,Ryan Gregg inc,258068.02,14
Sep 2017,206,Louise Owens inc,236197.69,14
Sep 2017,206,Susan Land inc,221020.79,11
Sep 2017,206,Colleen Gerdes inc,203225.89,10
Sep 2017,206,Mary Roberts 6 inc,202787.39,11
Sep 2017,207,Clarence Griffin inc,190165.64,11
Sep 2017,207,Cheryl Ross inc,154448.71,8
Sep 2017,207,Joseph Proctor inc,147512.07,6
Sep 2017,207,Teresa Begley inc,137954.46,5
Sep 2017,207,Andrew Hernandez 2 inc,128242.13,6
Sep 2017,208,Michael Abramson inc,991485.69,50
Sep 2017,208,Gail Costello inc,410318.0,17
Sep 2017,208,Paula Santiago inc,343687.46,15
Sep 2017,208,Jason Ho inc,317875.29,13
Sep 2017,208,Dale Skalicky inc,237299.83,10
Sep 2017,209,Ma Rowlands inc,1342686.52,65
Sep 2017,209,Meaghan Saylor inc,1189875.28,59
Sep 2017,209,Tempie Guardado inc,794799.72,39
Sep 2017,209,Wanda Lundberg inc,632852.01,29
Sep 2017,209,Cathrine Guerrero inc,600775.16,24
Sep 2017,210,Angela Parsons inc,1091243.94,54
Sep 2017,210,Jamie Remillard inc,999565.71,46
Sep 2017,210,Michael Mocher inc,998508.39,54
Sep 2017,210,Gary Goff inc,739447.11,39
Sep 2017,210,Timothy Godwin inc,729730.62,37
Sep 2017,211,William Darden inc,766384.82,37
Sep 2017,211,Nancy Benz inc,510269.91,26
Sep 2017,211,Ryan Charles inc,505194.68,22
Sep 2017,211,Crystal Krumholz inc,435132.24,21
Sep 2017,211,Karen Beltz inc,393472.98,21
Sep 2017,212,Donald Pimental inc,6768023.34,343
Sep 2017,212,Rebecca Johnson 9 inc,5570652.45,274
Sep 2017,212,Susan Williams 18 inc,3498354.59,169
Sep 2017,212,Anna Risher inc,3381622.36,168
Sep 2017,212,Lisa Jones 9 inc,3053754.7,149
Sep 2017,213,Elizabeth Thomas 10 inc,3069000.27,148
Sep 2017,213,Katherine Stickel inc,2289883.82,109
Sep 2017,213,Nichol Gentry inc,2029113.57,97
Sep 2017,213,Chad Tobar inc,2014761.35,102
Sep 2017,213,Fredrick Vergara inc,1799452.9,83
Sep 2017,214,Daniel Steinbach inc,787440.59,39
Sep 2017,214,Christie Poole inc,392666.68,21
Sep 2017,214,Beatrice Thomas inc,388904.52,19
Sep 2017,214,Scott Debroux inc,290683.43,15
Sep 2017,214,Thomas Gillespie 3 inc,285592.61,12
Sep 2017,215,Katherine Caldwell inc,857976.01,39
Sep 2017,215,Allison Kingston inc,169302.14,7
Sep 2017,215,James Felten inc,106218.97,5
Sep 2017,215,Karen Romero 2 inc,97254.72,4
Sep 2017,215,Dennis Fowler inc,77320.64,4
Sep 2017,216,Mary Donati inc,492796.5,25
Sep 2017,216,Helen Acosta inc,430508.55,24
Sep 2017,216,Deanna Dudley inc,356929.66,18
Sep 2017,216,Roger Espinoza inc,349712.55,19
Sep 2017,216,Stanley People inc,277719.11,12
Sep 2017,218,Julianne Mchugh inc,929887.66,47
Sep 2017,218,Ronald Abbott 2 inc,398630.06,22
Sep 2017,218,Nina Humphreys inc,305588.06,17
Sep 2017,218,Nathaniel Buckley inc,289736.56,16
Sep 2017,218,Randolph Williams inc,279172.6,14
Sep 2017,219,Donald Smith 19 inc,789617.28,40
Sep 2017,219,Wendy Strong inc,671637.42,33
Sep 2017,219,James Henderson 10 inc,649587.73,29
Sep 2017,219,Christopher Marinaccio inc,649149.2,32
Sep 2017,219,Rodney Lichtenberg inc,572490.98,31
Sep 2017,220,Megan Robinson 5 inc,614970.41,29
Sep 2017,220,Rose Smith 7 inc,581972.95,27
Sep 2017,220,James Jones 47 inc,409575.48,20
Sep 2017,220,Grace Gorman inc,386305.81,17
Sep 2017,220,Kristina Hubbard inc,285055.57,12
Sep 2017,221,Rose Brewer 2 inc,300913.93,17
Sep 2017,221,Gerardo Motley inc,134875.14,7
Sep 2017,221,Linda Brown 12 inc,130145.48,6
Sep 2017,221,Vanessa Yepsen inc,76562.08,3
Sep 2017,221,Donna Wallace inc,74779.37,2
Sep 2017,222,Jonathon Morrison inc,499820.52,24
Sep 2017,222,Dennis Clancy inc,389375.37,22
Sep 2017,222,Melvin Hurt inc,298229.2,16
Sep 2017,222,Jeffery Brennan inc,264353.66,11
Sep 2017,222,Theresa Martin 3 inc,192742.92,9
Sep 2017,223,Judy Turner inc,614812.06,30
Sep 2017,223,Connie Thompson inc,440115.99,21
Sep 2017,223,Gracie Mcmorran inc,403621.95,20
Sep 2017,223,Robert Gatson inc,372878.62,18
Sep 2017,223,Rachel Allman inc,306999.88,17
Sep 2017,224,John Sutton 8 inc,498031.92,29
Sep 2017,224,Guillermo Wasson inc,290047.05,12
Sep 2017,224,Deborah Harris 5 inc,286847.91,15
Sep 2017,224,Brandie Lane inc,205925.12,11
Sep 2017,224,Ronald Perkins 2 inc,181402.22,11
Sep 2017,226,John Rutherford 4 inc,2114973.07,105
Sep 2017,226,Maggie Rosa inc,991185.2,55
Sep 2017,226,Joseph Dempsey inc,578778.83,30
Sep 2017,226,Jaime Marks inc,548185.48,31
Sep 2017,226,Princess White inc,496544.73,29
Sep 2017,227,James Holbrook inc,178047.89,6
Sep 2017,227,Michele Dunn inc,168945.62,8
Sep 2017,227,Frank Dana inc,168099.32,8
Sep 2017,227,Brandon Morrison 2 inc,141385.51,8
Sep 2017,227,Frieda Cash inc,127574.9,6
Sep 2017,228,Pablo Laboy inc,440703.83,22
Sep 2017,228,Linda Gordon inc,198236.26,9
Sep 2017,228,David Piles inc,192511.17,10
Sep 2017,228,Susan Watson 4 inc,178992.03,9
Sep 2017,228,Karen Harrelson inc,165853.05,7
Sep 2017,229,Christina Moralez inc,649194.44,31
Sep 2017,229,Camille Lindsey inc,334849.31,15
Sep 2017,229,Anton Greene inc,314966.4,15
Sep 2017,229,Muriel Alvarez inc,303497.82,14
Sep 2017,229,John Ramirez 10 inc,291981.74,15
Sep 2017,230,Allison Burgess inc,387258.31,17
Sep 2017,230,Joseph Bass inc,333008.96,17
Sep 2017,230,Lee Waters inc,266693.85,13
Sep 2017,230,Mary Melendez 3 inc,264509.64,11
Sep 2017,230,James Dillard 5 inc,248095.94,13
Sep 2017,231,Joshua Berryhill inc,1718715.94,86
Sep 2017,231,Edward Hebert 3 inc,1341098.48,66
Sep 2017,231,Florence Mitchell 2 inc,1251192.83,63
Sep 2017,231,Robert Barfield inc,1055032.76,52
Sep 2017,231,Henry Vargas 2 inc,964379.03,46
Sep 2017,232,Whitney Delgado inc,880672.69,44
Sep 2017,232,Charles Urias inc,805664.17,43
Sep 2017,232,Adam Schey inc,796282.5,39
Sep 2017,232,Russell Fernandez inc,732367.41,36
Sep 2017,232,Richard Telfer inc,638819.6,30
Sep 2017,233,Chad Tobar inc,6442594.94,309
Sep 2017,233,Ella Rose 2 inc,4147461.31,200
Sep 2017,233,John Mcneal 2 inc,3544548.26,183
Sep 2017,233,Lori Joseph inc,3477202.78,175
Sep 2017,233,Ruth Kohl inc,3047695.56,146
Sep 2017,234,Alice Dickerson inc,749901.57,37
Sep 2017,234,Anthony Tobey inc,636104.73,29
Sep 2017,234,Johnnie Elliott inc,588901.72,31
Sep 2017,234,Daniel Marshall 7 inc,450336.93,25
Sep 2017,234,Jennifer Haynes inc,416307.46,19
Sep 2017,235,Peter Adams 3 inc,337804.87,16
Sep 2017,235,Myra Abron inc,293593.33,12
Sep 2017,235,Glenn Neblett inc,153831.04,7
Sep 2017,235,David Morris 4 inc,130840.89,7
Sep 2017,235,Mildred Nurse inc,114086.42,5
Sep 2017,236,Jeremy Adams 3 inc,284510.04,15
Sep 2017,236,Nick Redenius inc,201531.93,9
Sep 2017,236,Mary Milliren inc,180373.35,10
Sep 2017,236,Alice Joyal inc,151385.29,8
Sep 2017,236,Nora Saenz inc,147440.23,8
Sep 2017,237,Julie Hughes inc,441934.25,24
Sep 2017,237,Bernice Batz inc,220171.83,14
Sep 2017,237,Joseph Utley inc,168694.58,9
Sep 2017,237,Keith Feldman inc,150029.35,6
Sep 2017,237,Dennis Coates inc,132583.04,7
Sep 2017,238,Kenneth Kimbler inc,1117149.16,56
Sep 2017,238,Robin Forbes inc,765713.18,39
Sep 2017,238,Greg Myers inc,637806.47,34
Sep 2017,238,Clyde Scott 2 inc,636985.05,33
Sep 2017,238,Christopher Smith 19 inc,621609.56,31
Sep 2017,239,Rosa Daugherty inc,392526.1,15
Sep 2017,239,Jackson Tallant inc,354080.86,18
Sep 2017,239,George Hay inc,317347.15,14
Sep 2017,239,Dean Arteaga inc,270479.46,12
Sep 2017,239,Bonnie Gresham inc,259044.25,13
Sep 2017,240,Jessica Baxter inc,645084.73,33
Sep 2017,240,Gloria Applin inc,382892.15,18
Sep 2017,240,Erick Porter inc,283549.49,13
Sep 2017,240,Victoria Brown 3 inc,245201.88,12
Sep 2017,240,Margaret Thompson 7 inc,180010.28,8
Sep 2017,242,Mae Davis 3 inc,1352028.89,66
Sep 2017,242,Estella Vidal inc,813839.08,41
Sep 2017,242,Ada Cough inc,802158.52,37
Sep 2017,242,John Bordner inc,791624.33,38
Sep 2017,242,Charles Nichols 3 inc,555414.7,29
Sep 2017,244,Vivian Cawthorne inc,2437477.95,121
Sep 2017,244,Diane Robbins inc,1985242.1,103
Sep 2017,244,Donald Bacon 2 inc,1391701.52,64
Sep 2017,244,James Funk 2 inc,1127541.46,54
Sep 2017,244,Robert Christensen 4 inc,729268.89,34
Sep 2017,245,Anton Wilder inc,650925.39,37
Sep 2017,245,James Brown 42 inc,508641.02,30
Sep 2017,245,Debra Moncrief inc,487135.53,25
Sep 2017,245,Brenda Green 4 inc,482333.26,25
Sep 2017,245,Lindsey Abernethy inc,465827.87,24
Sep 2017,246,Clarice Potts inc,4181402.07,217
Sep 2017,246,James Holliday inc,2783049.27,144
Sep 2017,246,Marc Juckett inc,1982969.69,93
Sep 2017,246,Brian Larose inc,1641697.3,89
Sep 2017,246,Naomi Wakefield inc,1577493.44,77
Sep 2017,247,Alex Couzens inc,1620076.1,85
Sep 2017,247,Charles Doyle inc,1015616.92,50
Sep 2017,247,Frederick Uson inc,933463.5,44
Sep 2017,247,Mary Schultheis inc,847928.76,40
Sep 2017,247,Jennifer Cunningham 2 inc,812795.93,38
Sep 2017,248,Katherine Gonce inc,1396409.0,66
Sep 2017,248,George Wheeler 2 inc,1315589.31,63
Sep 2017,248,Alison Miranda inc,1137035.17,56
Sep 2017,248,Marie Compton inc,1089341.53,58
Sep 2017,248,Nicholas Mixer inc,909640.93,53
Sep 2017,250,Edward Campbell 2 inc,822081.2,34
Sep 2017,250,David Meler inc,605344.83,27
Sep 2017,250,Angela Mcnabb inc,515349.68,24
Sep 2017,250,Raymond Williams 10 inc,505707.62,26
Sep 2017,250,Raymond Higginbotham inc,464709.78,23
Sep 2017,251,Rose Mincey inc,2104585.84,104
Sep 2017,251,Lola Cramer inc,1702322.2,87
Sep 2017,251,Ryan Harris 2 inc,1649068.08,78
Sep 2017,251,Sally Smith 3 inc,1168764.64,61
Sep 2017,251,Charles Bendel inc,1115554.83,59
Sep 2017,252,Jimmy Kelly inc,448607.41,20
Sep 2017,252,Dale Freyermuth inc,222581.26,11
Sep 2017,252,Felicia Pickle inc,195127.26,8
Sep 2017,252,Dominick Newsom inc,178205.39,9
Sep 2017,252,Thomas Wolfman inc,171303.51,9
Sep 2017,253,Karen Fiene inc,722907.22,38
Sep 2017,253,Jesse Valazquez inc,670467.38,31
Sep 2017,253,Dillon Renshaw inc,556340.29,25
Sep 2017,253,Kathleen Pittman inc,414578.71,21
Sep 2017,253,Gussie Bickford inc,387061.08,18
Sep 2017,254,Michael Newsom inc,546930.64,28
Sep 2017,254,Debra Mock inc,280323.04,12
Sep 2017,254,Joseph Olson 2 inc,182755.83,9
Sep 2017,254,Amanda Jara inc,141099.19,7
Sep 2017,254,Geneva Cohen inc,126291.87,7
Sep 2017,255,Blanche Egan inc,782127.71,35
Sep 2017,255,Harmony Mathis inc,667213.97,33
Sep 2017,255,Barry Lyons 2 inc,287919.25,14
Sep 2017,255,Sheryl Wilson inc,224237.63,11
Sep 2017,255,Roger Thibodeaux inc,211709.89,10
Sep 2017,256,Leigh Carr inc,2662932.54,130
Sep 2017,256,Juan Kong inc,888478.91,46
Sep 2017,256,Beatrice Graham inc,677884.71,36
Sep 2017,256,Edward Jones 10 inc,641920.42,29
Sep 2017,256,Ryan Kyle inc,521182.05,27
Sep 2017,258,Derrick Johnson inc,235873.95,10
Sep 2017,258,Steven Johnson 10 inc,204149.69,11
Sep 2017,258,Michelle Jones 13 inc,201719.61,14
Sep 2017,258,Stacie Lucas inc,196880.91,9
Sep 2017,258,Damaris Godwin inc,184578.98,9
Sep 2017,259,Gerald Mccullough inc,987960.62,51
Sep 2017,259,Adrienne Hill inc,832761.02,36
Sep 2017,259,Anthony Wheeler 2 inc,750105.75,38
Sep 2017,259,Allen Jackson 2 inc,634798.87,32
Sep 2017,259,Stephanie Reeves inc,573278.99,29
Sep 2017,260,William Young 10 inc,590966.58,32
Sep 2017,260,Jordan Johnson inc,507795.31,26
Sep 2017,260,Eloise Paoli inc,369760.22,18
Sep 2017,260,Ronald Betcher inc,319981.98,14
Sep 2017,260,James Spencer 4 inc,224986.22,9
Sep 2017,261,Renaldo Allen inc,631270.4,29
Sep 2017,261,Phillip Justice 2 inc,475756.79,25
Sep 2017,261,Theresa Ocasio inc,473076.36,26
Sep 2017,261,Sheri Menard inc,415041.65,22
Sep 2017,261,Jacqueline Lico inc,377208.02,22
Sep 2017,262,Kevin Wolfrum inc,403174.69,23
Sep 2017,262,Lora Harrell inc,311653.78,16
Sep 2017,262,Joshua Finchum inc,302465.24,14
Sep 2017,262,Raymond Sylvester inc,268176.2,14
Sep 2017,262,Wayne James 2 inc,218173.22,12
Sep 2017,263,Donnell Cotto inc,327870.75,14
Sep 2017,263,David Millay 2 inc,245257.04,14
Sep 2017,263,Nicholas Pearsall inc,121680.71,4
Sep 2017,263,Marvin Soto inc,114279.82,4
Sep 2017,263,Ardith Bassett inc,91884.7,4
Sep 2017,264,Stefan Hall inc,309647.93,14
Sep 2017,264,Grace Cox inc,243945.96,12
Sep 2017,264,Erika Legrand inc,229602.63,10
Sep 2017,264,Michael Golden inc,189649.53,8
Sep 2017,264,Patricia Card inc,146066.67,8
